Dwight D. Eisenhower,"September 23, 1960","Executive Order 10887—Designating the Department of Commerce To Perform Functions With Respect to Participation of the United States in the Century 21 Exposition"
Dwight D. Eisenhower,"September 28, 1960","Executive Order 10888—Creating an Emergency Board To Investigate a Dispute Between Certain Carriers Represented by the New York Harbor Carriers' Conference Committee and Certain of Their Employees"
Dwight D. Eisenhower,"October 5, 1960","Executive Order 10889—Amendment of Executive Order 10530 Providing for the Performance of Certain Functions Vested in or Subject to the Approval of the President"
Dwight D. Eisenhower,"October 27, 1960","Executive Order 10890—Including Certain Lands in the Dixie National Forest and Transferring Certain Lands From the Department of Agriculture to the Department of the Interior"
Dwight D. Eisenhower,"November 1, 1960","Executive Order 10891—Establishing a Commission To Inquire Into a Controversy Between Certain Carriers and Certain of Their Employees"
Dwight D. Eisenhower,"November 8, 1960","Executive Order 10893—Administration of Mutual Security and Related Functions"
Dwight D. Eisenhower,"November 8, 1960","Executive Order 10892—Amendment of Executive Order 10152 Prescribing Regulations Relating to Incentive Pay for the Performance of Hazardous Duty by Members of the Uniformed Services"
Dwight D. Eisenhower,"November 15, 1960","Executive Order 10894—Establishing the President's Committee on Migratory Labor"
Dwight D. Eisenhower,"November 25, 1960","Executive Order 10895—Extension of the Provisions for Rotation of Civilian Employees of the Defense Establishment Assigned to Duty Outside the United States"
Dwight D. Eisenhower,"November 29, 1960","Executive Order 10896—Amendment of Executive Order No. 6260 of August 28 1933"
Dwight D. Eisenhower,"December 2, 1960","Executive Order 10898—Establishing the Interdepartmental Highway Safety Board"
Dwight D. Eisenhower,"December 2, 1960","Executive Order 10897—Authorizing the Secretary of State To Prescribe Rules and Regulations Relating to the Foreign Service Retirement and Disability System"
Dwight D. Eisenhower,"December 9, 1960","Executive Order 10899—Authorization for the Communication of Restricted Data by the Central Intelligence Agency"
Dwight D. Eisenhower,"January 3, 1959","Executive Order 10798—Flag of the United States"
Dwight D. Eisenhower,"January 15, 1959","Executive Order 10799—Providing Further for the Administration of the Agricultural Trade Development and Assistance Act of 1954 as Amended"
Dwight D. Eisenhower,"January 15, 1959","Executive Order 10800—Implementing the Government Employees Training Act"
Dwight D. Eisenhower,"January 21, 1959","Executive Order 10801—Amendment of Executive Order No. 10703 Authorizing the Inspection of Certain Tax Returns"
Dwight D. Eisenhower,"January 23, 1959","Executive Order 10802—Establishing the Committee on Government Activities Affecting Prices and Costs"
Dwight D. Eisenhower,"February 2, 1959","Executive Order 10803—Providing for the Terms of Office of the Members of the International Development Advisory Board"
Dwight D. Eisenhower,"February 12, 1959","Executive Order 10804—Delegating to the Civil Service Commission the Authority of the President To Prescribe Regulations Under the Federal Employees International Organization Service Act"
Dwight D. Eisenhower,"February 18, 1959","Executive Order 10805—Designating the Central Intelligence Agency as Excepted From Certain Provisions of the Government Employees Training Act"
Dwight D. Eisenhower,"March 10, 1959","Executive Order 10806—Inspection of Income Excess-Profits Estate and Gift Tax Returns by the Senate Committee on Government Operations"
Dwight D. Eisenhower,"March 13, 1959","Executive Order 10807—Federal Council for Science and Technology"
Dwight D. Eisenhower,"March 19, 1959","Executive Order 10808—Inspection of Income Excess-Profits Declared-Value Excess-Profits Capital-Stock Estate and Gift Tax Returns by the Senate Committee on the Judiciary"
Dwight D. Eisenhower,"March 19, 1959","Executive Order 10809—Amending the Selective Service Regulations"
Dwight D. Eisenhower,"April 22, 1959","Executive Order 10810—Regulations Governing the Allowance of Travel Expenses of Claimants and Beneficiaries of the Veterans' Administration and Their Attendants"
Dwight D. Eisenhower,"April 22, 1959","Executive Order 10811—Creating an Emergency Board To Investigate a Dispute Between Pan American World Airways Inc. and Certain of its Employees"
Dwight D. Eisenhower,"April 24, 1959","Executive Order 10812—Establishing a Flag for the United States Navy"
Dwight D. Eisenhower,"April 29, 1959","Executive Order 10813—Including Certain Lands in the Chattahoochee National Forest and the Nantahala National Forest"
Dwight D. Eisenhower,"April 29, 1959","Executive Order 10814—Inspection of Statistical Transcript Cards and Corporation and Individual Income Tax Returns by the Securities and Exchange Commission"
Dwight D. Eisenhower,"April 29, 1959","Executive Order 10815—Inspection of Income Excess-Profits Estate and Gift Tax Returns by the Committee on Un-American Activities House of Representatives"
Dwight D. Eisenhower,"May 7, 1959","Executive Order 10816—Amendment of Executive Order No. 10501 of November 5 1953 Relating to Safeguarding Official Information in the Interests of the Defense of the United States"
Dwight D. Eisenhower,"May 8, 1959","Executive Order 10817—The Honorable Donald A. Quarles"
Dwight D. Eisenhower,"May 8, 1959","Executive Order 10818—Inspection of Income Excess-Profits Estate and Gift Tax Returns by the Committee on Government Operations House of Representatives"
Dwight D. Eisenhower,"May 8, 1959","Executive Order 10819—Amendment of Executive Order No. 10480 as Amended Relating to the Defense Mobilization Program"
Dwight D. Eisenhower,"May 18, 1959","Executive Order 10820—Prescribing the Order of Succession of Officers To Act as Secretary of Defense Secretary of the Army Secretary of the Navy and Secretary of the Air Force"
Dwight D. Eisenhower,"May 20, 1959","Executive Order 10821—Amendment of Executive Order No. 10168 of October 11 1950 Prescribing Regulations Relating to the Right of Enlisted Members of the Uniformed Services to Additional Pay for Sea and Foreign Duty"
Dwight D. Eisenhower,"May 20, 1959","Executive Order 10822—Further Providing for the Administration of Foreign-Aid Functions"
Dwight D. Eisenhower,"May 26, 1959","Executive Order 10823—Coat of Arms Seal and Flag of the President of the United States"
Dwight D. Eisenhower,"May 29, 1959","Executive Order 10824—Designating the National Aeronautics and Space Administration as an Agency To Have Certain Contractual Authority Under the Assignment of Claims Act of 1940 as Amended"
Dwight D. Eisenhower,"June 12, 1959","Executive Order 10825—Excusing Federal Employees From Duty All Day on July 3 1959"
Dwight D. Eisenhower,"June 25, 1959","Executive Order 10826—Authorizing the Civil Service Commission To Confer Benefits in Certain Cases"
Dwight D. Eisenhower,"June 25, 1959","Executive Order 10827—Further Providing for the Administration of the Agricultural Trade Development and Assistance Act of 1954 as Amended"
Dwight D. Eisenhower,"July 15, 1959","Executive Order 10828—Designating the Airport Being Constructed in the Counties of Fairfax and Loudoun in the State of Virginia as the Dulles International Airport"
Dwight D. Eisenhower,"July 20, 1959","Executive Order 10829—Fleet Admiral William D. Leahy"
Dwight D. Eisenhower,"July 24, 1959","Executive Order 10830—Establishing a Seal for the President's Council on Youth Fitness"
Dwight D. Eisenhower,"August 14, 1959","Executive Order 10831—Establishing the Federal Radiation Council"
Dwight D. Eisenhower,"August 18, 1959","Executive Order 10832—Revocation of Executive Order No. 9887 Designating Certain Public International Organizations Entitled To Enjoy Certain Privileges Exemptions and Immunities"
Dwight D. Eisenhower,"August 20, 1959","Executive Order 10833—Transferring Title to Certain Lands at Sand Island Territory of Hawaii to the Territory of Hawaii"
Dwight D. Eisenhower,"August 21, 1959","Executive Order 10834—The Flag of the United States"
Dwight D. Eisenhower,"August 21, 1959","Executive Order 10835—Delegating to the Chairman of the Civil Service Commission the Authority of the President To Make Certain Determinations Relating to the Payment of Presidential Awards"
Dwight D. Eisenhower,"September 8, 1959","Executive Order 10836—Amendment of Executive Order No. 10530 Providing for the Performance of Certain Functions Vested in or Subject to the Approval of the President"
Dwight D. Eisenhower,"September 14, 1959","Executive Order 10837—Amending the Selective Service Regulations"
Dwight D. Eisenhower,"September 16, 1959","Executive Order 10838—Further Amendment of Executive Order 10700 as Amended Providing for the Operations Coordinating Board"
Dwight D. Eisenhower,"September 30, 1959","Executive Order 10840—Designating the Federal Aviation Agency as an Agency To Have Certain Contractual Authority Under the Assignment of Claims Act of 1940 as Amended"
Dwight D. Eisenhower,"September 30, 1959","Executive Order 10841—Providing for the Carrying Out of Certain Provisions of the Atomic Energy Act of 1954 as Amended Relating to International Cooperation"
Dwight D. Eisenhower,"September 30, 1959","Executive Order 10839—Designating Certain Officers To Act as Secretary of State"
Dwight D. Eisenhower,"October 6, 1959","Executive Order 10842—Creating a Board of Inquiry To Report on Certain Labor Disputes Affecting the Maritime Industry of the United States"
Dwight D. Eisenhower,"October 9, 1959","Executive Order 10843—Creating a Board of Inquiry To Report on a Labor Dispute Affecting the Steel Industry of the United States"
Dwight D. Eisenhower,"October 9, 1959","Executive Order 10844—Enlarging the Wasatch National Forest—Utah"
Dwight D. Eisenhower,"October 12, 1959","Executive Order 10847—Establishing the Committee for Rural Development Program"
Dwight D. Eisenhower,"October 12, 1959","Executive Order 10845—Further Specification of Laws From Which Functions Authorized by the Mutual Security Act of 1954 as Amended Shall Be Exempt"
Dwight D. Eisenhower,"October 12, 1959","Executive Order 10846—Inspection of Income Excess-Profits Estate and Gift Tax Returns by the Senate Committee on Agriculture and Forestry"
Dwight D. Eisenhower,"October 14, 1959","Executive Order 10848—Amendment of Executive Order No. 10843 Creating a Board of Inquiry to Report on a Labor Dispute Affecting the Steel Industry of the United States"
Dwight D. Eisenhower,"November 27, 1959","Executive Order 10849—Establishing a Seal for the National Aeronautics and Space Administration"
Dwight D. Eisenhower,"November 27, 1959","Executive Order 10854—Extension of the Application of the Federal Aviation Act of 1958"
Dwight D. Eisenhower,"November 27, 1959","Executive Order 10853—Delegating the Authority of the President With Respect to Various Allowances to Certain Government Personnel on Foreign Duty"
Dwight D. Eisenhower,"November 27, 1959","Executive Order 10852—Amendment of Executive Order No. 10530 Providing for the Performance of Certain Functions Vested in or Subject to the Approval of the President"
Dwight D. Eisenhower,"November 27, 1959","Executive Order 10855—Inspection of Income Tax Returns by the Senate Committee on the Judiciary"
Dwight D. Eisenhower,"November 27, 1959","Executive Order 10851—Enlarging the Chattahoochee Kisatchie Holly Springs and Ouachita National Forests"
Dwight D. Eisenhower,"November 27, 1959","Executive Order 10850—Modifying the Exterior Boundaries of Certain National Forests in Alabama Florida Louisiana Mississippi North Carolina Oklahoma and South Carolina"
Dwight D. Eisenhower,"December 3, 1959","Executive Order 10856—Excusing Federal Employees From Duty One-Half Day on December 24 1959"
Dwight D. Eisenhower,"December 29, 1959","Executive Order 10857—Determining the Termination of Certain Federal Functions in Alaska and Delegating to the Secretary of the Interior the Authority of the President To Transfer to Alaska Property Owned or Held by the United States in Connection With Such Functions"
Dwight D. Eisenhower,"January 1, 1958","Executive Order 10748—Appointing the Honorable Edward I. P. Tatelman To Act as Special Judge of the United States District Court for the District of the Canal Zone in a Certain Case"
Dwight D. Eisenhower,"January 21, 1958","Executive Order 10749—Creating an Emergency Board To Investigate a Dispute Between the Eastern Air Lines Inc. and Certain of its Employees"
Dwight D. Eisenhower,"January 28, 1958","Executive Order 10750—Creating an Emergency Board To Investigate a Dispute Between the Eastern Air Lines Inc. and Certain of its Employees"
Dwight D. Eisenhower,"February 11, 1958","Executive Order 10751—Amendment of Executive Order No. 10127 Establishing Airspace Reservations Over Certain Facilities of the United States Atomic Energy Commission"
Dwight D. Eisenhower,"February 12, 1958","Executive Order 10752—Designating the Secretary of the Interior To Execute Certain Powers and Functions Vested in the President by the Act of February 22 1935 49 Stat. 30 as Amended"
Dwight D. Eisenhower,"February 15, 1958","Executive Order 10753—Designation of Certain Officers of the Department of the Interior To Act as Secretary of the Interior"
Dwight D. Eisenhower,"February 22, 1958","Executive Order 10754—Amendment of Executive Order No. 10655 Relating to the Air Coordinating Committee"
Dwight D. Eisenhower,"February 22, 1958","Executive Order 10755—Transferring From the Department of the Navy to the Housing and Home Financing Agency Subject to Reservation of Mineral Rights Certain Land Located Withing Naval Petroleum Reserve No. 2"
Dwight D. Eisenhower,"February 26, 1958","Executive Order 10756—The Honorable Frederick M. Dearborn Jr."
Dwight D. Eisenhower,"February 27, 1958","Executive Order 10757—Creating an Emergency Board To Investigate a Dispute Between Eastern Air Lines Inc. Trans World Airlines Inc. United Air Lines Inc. Northwest Airlines Inc. Northeast Airlines Inc. Capital Airlines Inc. and National Airlines Inc. and Certain of Their Employees"
Dwight D. Eisenhower,"March 4, 1958","Executive Order 10758—Establishing a Career Executive Program Within the Civil Service System"
Dwight D. Eisenhower,"March 17, 1958","Executive Order 10759—Amendment of Executive Order No. 10530 Providing for the Performance of Certain Functions Vested in or Subject to Approval of the President"
Dwight D. Eisenhower,"March 27, 1958","Executive Order 10761—Government Purchases of Crude Petroleum and Petroleum Products"
Dwight D. Eisenhower,"March 27, 1958","Executive Order 10760—Creating an Emergency Board To Investigate a Dispute Between the Trans World Airlines Inc. and Certain of its Employees"
Dwight D. Eisenhower,"March 28, 1958","Executive Order 10762—Delegating to the Secretary of Defense the Authority of the President To Order to Active Duty Members of the Reserve Components of the Armed Forces Who Are in Medical Dental or Allied Specialist Categories and To Prescribe Regulations Governing the Appointment Reappointment and Promotion of Such Members"
Dwight D. Eisenhower,"April 23, 1958","Executive Order 10764—Suspension of the Eight-Hour Law as to Laborers and Mechanics Employed by the Civil Aeronautics Administration on Public Work Essential to the National Defense"
Dwight D. Eisenhower,"April 23, 1958","Executive Order 10763—Amendment of Executive Order No. 10422 as Amended Prescribing Procedures for Making Available to the Secretary General of the United Nations Certain Information Concerning United States Citizens Employed or Being Considered for Employment on the Secretariat of the United Nations"
Dwight D. Eisenhower,"April 24, 1958","Executive Order 10765—Regulations Governing the Award of Life-Saving Medals Under the Medals of Honor Act"
Dwight D. Eisenhower,"May 1, 1958","Executive Order 10766—Delegating to the Director of the Bureau of the Budget the Authority of the President To Approve Regulations Relating to the Rental of Substandard Housing for Members of the Uniformed Services"
Dwight D. Eisenhower,"May 9, 1958","Executive Order 10767—Further Extension of the Existence of the Quetico-Superior Committee"
Dwight D. Eisenhower,"May 16, 1958","Executive Order 10768—Termination of the Airspace Reservation Established by Executive Order No. 7138 Over a Portion of the Aleutian Islands Alaska"
Dwight D. Eisenhower,"May 29, 1958","Executive Order 10769—Designating the International Hydrographic Bureau as a Public International Organization Entitled To Enjoy Certain Privileges Exemptions and Immunities"
Dwight D. Eisenhower,"June 19, 1958","Executive Order 10770—Creating an Emergency Board To Investigate a Dispute Between American Airlines Incorporated and Certain of its Employees Represented by the Air Line Pilots Association International"
Dwight D. Eisenhower,"June 20, 1958","Executive Order 10771—Amendment of Executive Order No. 10534 Relating to the Supervision and Direction of the Saint Lawrence Seaway Development Corporation"
Dwight D. Eisenhower,"June 30, 1958","Executive Order 10772—Amendment of Executive Order No. 10673 Relating to the Fitness of American Youth"
Dwight D. Eisenhower,"July 1, 1958","Executive Order 10773—Delegating and Transferring Certain Functions and Affairs to the Office of Defense and Civilian Mobilization"
Dwight D. Eisenhower,"July 25, 1958","Executive Order 10775—Amendment of Executive Order No. 10633 Establishing an Airspace Reservation Over the Las Vegas Project Las Vegas Nevada"
Dwight D. Eisenhower,"July 25, 1958","Executive Order 10774—Providing for the Protection of the Civil-Service Rights of Federal Personnel Who Transfer to the International Atomic Energy Agency"
Dwight D. Eisenhower,"July 28, 1958","Executive Order 10776—Delegating to the Secretary of Defense Certain Authority of the President Relating to the Modification of Standards and Requirements With Respect to the Induction of Persons Into the Armed and For Other Purposes"
Dwight D. Eisenhower,"August 6, 1958","Executive Order 10777—Amending Executive Order No. 10758 To Increase the Membership of the Career Executive Board"
Dwight D. Eisenhower,"August 20, 1958","Executive Order 10779—Directing Federal Agencies To Cooperate With State and Local Authorities in Preventing Pollution of the Atmosphere"
Dwight D. Eisenhower,"August 20, 1958","Executive Order 10778—Authorizing the Appointment of William K. Harris to a Competitive Position Without Compliance With the Civil Service Act and Rules"
Dwight D. Eisenhower,"September 2, 1958","Executive Order 10781—Suspension of Certain Provisions of Section 5764(a) Title 10 United States Code Which Relate to Establishment of Zones for Promotion of Male Officers of the Navy"
Dwight D. Eisenhower,"September 2, 1958","Executive Order 10780—Suspension of Certain Provisions of Section 5762(a) Title 10 United States Code Which Relate to Promotion of Officers of Supply Corps Chaplain Corps Civil Engineer Corps and Medical Service Corps of the Navy"
Dwight D. Eisenhower,"September 6, 1958","Executive Order 10782—Amending Executive Order No. 10773 of July 1 1958 Relating to Civil and Defense Mobilization"
Dwight D. Eisenhower,"October 1, 1958","Executive Order 10783—Transferring Certain Functions From the Department of Defense to the National Aeronautics and Space Administration"
Dwight D. Eisenhower,"October 1, 1958","Executive Order 10784—Specification of Laws From Which Functions Authorized by Mutual Security Act of 1954 as Amended Shall Be Exempt"
Dwight D. Eisenhower,"October 17, 1958","Executive Order 10785—Change in the Membership of the President's Council on Youth Fitness"
Dwight D. Eisenhower,"November 1, 1958","Executive Order 10786—Transferring Functions of the Airways Modernization Board to the Administrator of the Federal Aviation Agency"
Dwight D. Eisenhower,"November 6, 1958","Executive Order 10787—Transferring Jurisdiction Over Certain Lands From the Department of Agriculture to the Department of the Interior for Use Administration or Exchange Under the Taylor Grazing Act and Other Statutes"
Dwight D. Eisenhower,"November 14, 1958","Executive Order 10789—Authorizing Agencies of the Government To Exercise Certain Contracting Authority in Connection With National-Defense Functions and Prescribing Regulations Governing the Exercise of Such Authority"
Dwight D. Eisenhower,"November 14, 1958","Executive Order 10788—Suspension of Compliance With Certain Statutory Provisions Relating to Employment in Canal Zone"
Dwight D. Eisenhower,"November 28, 1958","Executive Order 10790—Amendment of Executive Order No. 10530 Providing for the Performance of Certain Functions Vested in or Subject to the Approval of the President"
Dwight D. Eisenhower,"November 28, 1958","Executive Order 10791—Designating Certain Officers To Act as Secretary of State"
Dwight D. Eisenhower,"November 28, 1958","Executive Order 10792—Excusing Federal Employees From Duty All Day on December 26 1958"
Dwight D. Eisenhower,"December 3, 1958","Executive Order 10793—Transferring Certain Functions From the Department of Defense to the National Aeronautics and Space Administration"
Dwight D. Eisenhower,"December 10, 1958","Executive Order 10794—Establishing the Canal Zone Merit System and Prescribing Regulations Relating to Conditions of Employment in the Canal Zone"
Dwight D. Eisenhower,"December 13, 1958","Executive Order 10795—Designating the Intergovernmental Maritime Consultative Organization as a Public International Organization Entitled To Enjoy Certain Privileges Exemptions and Immunities"
Dwight D. Eisenhower,"December 24, 1958","Executive Order 10797—Delegating to the Director of the Bureau of the Budget Certain Authority Vested in the President by the Federal Aviation Act of 1958"
Dwight D. Eisenhower,"December 24, 1958","Executive Order 10796—Amendment of Executive Order No. 10655 Relating to the Air Coordinating Committee"
Dwight D. Eisenhower,"January 10, 1957","Executive Order 10694—Authorizing the Secretaries of the Army Navy and Air Force To Issue Citations in the Name of the President of the United States to Military and Naval Units for Outstanding Performance in Action"
Dwight D. Eisenhower,"January 16, 1957","Executive Order 10695—Revoking Paragraph 2(b) of Executive Order No. 10096 of January 23 1950 Entitled "Providing for a Uniform Patent Policy for the Government With Respect to Inventions Made by Government Employees and for the Administration of Such Policy""
Dwight D. Eisenhower,"January 16, 1957","Executive Order 10695-A—Radio Frequencies"
Dwight D. Eisenhower,"January 25, 1957","Executive Order 10696—Creating an Emergency Board To Investigate a Dispute Between the Railway Express Agency Incorporated and Certain of Its Employees Represented by the International Brotherhood of Teamsters Chauffeurs Warehousemen and Helpers of America"
Dwight D. Eisenhower,"February 6, 1957","Executive Order 10697—Tariff of United States Foreign Service Fees"
Dwight D. Eisenhower,"February 8, 1957","Executive Order 10698—Amendment of Executive Order No. 10648 Restoring Certain Portions of the Fort Ruger Military Reservation to the Jurisdiction of the Territory of Hawaii"
Dwight D. Eisenhower,"February 19, 1957","Executive Order 10699—Inspection of Income Excess-Profits Declared-Value Excess-Profits Capital-Stock Estate and Gift Tax Returns by the Senate Committee on Government Operations"
Dwight D. Eisenhower,"February 25, 1957","Executive Order 10700—Further Providing for the Operations Coordinating Board"
Dwight D. Eisenhower,"March 12, 1957","Executive Order 10701—Inspection of Income Excess-Profits Declared-Value Excess-Profits Capital-Stock Estate and Gift Tax Returns by the Committee on Un-American Activities House of Representatives"
Dwight D. Eisenhower,"March 12, 1957","Executive Order 10702—Rear Admiral Richard E. Byrd"
Dwight D. Eisenhower,"March 17, 1957","Executive Order 10703—Inspection of Income Excess-Profits Declared-Value Excess-Profits Capital-Stock Estate and Gift Tax Returns by the Select Committee of the Senate Established by Senate Resolution 74 85th Congress To Investigate Improper Activities in Labor-Management Relations and for Other Purposes"
Dwight D. Eisenhower,"March 25, 1957","Executive Order 10704—Change in Membership of the President's Council on Youth Fitness"
Dwight D. Eisenhower,"April 17, 1957","Executive Order 10705—Delegations of Certain Authority of the President Relating to Radio Stations and Communications"
Dwight D. Eisenhower,"April 25, 1957","Executive Order 10706—Inspection of Income Excess-Profits Declared-Value Excess-Profits Capital-Stock Estate and Gift Tax Returns by the Senate Committee on the Judiciary"
Dwight D. Eisenhower,"May 6, 1957","Executive Order 10707—Establishing a Seal for the United States Coast Guard"
Dwight D. Eisenhower,"May 6, 1957","Executive Order 10708—Further Providing for the Administration of the Agricultural Trade Development and Assistance Act of 1954 as Amended"
Dwight D. Eisenhower,"May 9, 1957","Executive Order 10709—Creating an Emergency Board To Investigate a Dispute Between the Toledo Lorain & Fairport Dock Company the Toledo Lakefront Dock Company and the Cleveland Stevedore Company and Certain of Their Employees"
Dwight D. Eisenhower,"May 14, 1957","Executive Order 10710—Creating a Board of Inquiry To Report on a Labor Dispute Affecting the Operations of Atomic Energy Facilities"
Dwight D. Eisenhower,"May 14, 1957","Executive Order 10711—Restoring Certain Lands Comprising Portions of the Lualualei Military Reservation to the Jurisdiction of the Territory of Hawaii"
Dwight D. Eisenhower,"May 17, 1957","Executive Order 10712—Inspection of Income Excess-Profits Declared-Value Excess-Profits Capital-Stock Estate and Gift Tax Returns by the Senate Committee on the Judiciary"
Dwight D. Eisenhower,"June 5, 1957","Executive Order 10713—Providing for the Administration of the Ryukyu Islands"
Dwight D. Eisenhower,"June 13, 1957","Executive Order 10714—Amending the Selective Service Regulations"
Dwight D. Eisenhower,"June 17, 1957","Executive Order 10716—Administration of the International Cultural Exchange and Trade Fair Participation Act of 1956"
Dwight D. Eisenhower,"June 17, 1957","Executive Order 10715—Revoking Executive Order No. 9775 of September 3 1946"
Dwight D. Eisenhower,"June 27, 1957","Executive Order 10717—The President's Award for Distinguished Federal Civilian Service"
Dwight D. Eisenhower,"June 27, 1957","Executive Order 10718—Delegating to the Secretary of State Authority To Prescribe the Rates or Tariffs of Fees for Official Services at United States Embassies Legations and Consulates"
Dwight D. Eisenhower,"July 3, 1957","Executive Order 10719—Restoring Certain Lands of the Schofield Barracks Military Reservation to the Jurisdiction of the Territory of Hawaii"
Dwight D. Eisenhower,"July 11, 1957","Executive Order 10720—Amendment of Executive Order No. 10678 Placing Certain Matters Under the Administration or Jurisdiction of the Federal Facilities Corporation"
Dwight D. Eisenhower,"August 5, 1957","Executive Order 10722—Amendment of Executive Order No. 10590 Establishing the President's Committee on Government Employment Policy"
Dwight D. Eisenhower,"August 5, 1957","Executive Order 10721—The Honorable Walter F. George"
Dwight D. Eisenhower,"August 6, 1957","Executive Order 10723—Creating an Emergency Board To Investigate a Dispute Between the General Managers' Association of New York Representing the New York Central Railroad New York Central Railroad Company Brooklyn Eastern District Terminal Jay Street Connecting Railroad New York Dock Railway Bush Terminal Railroad Baltimore & Ohio Railroad Company the Pennsylvania Railroad Erie Railroad Company Reading Company Delaware Lackawanna & Western Railroad and the Central Railroad Company of New Jersey and Certain of Their Employees"
Dwight D. Eisenhower,"August 12, 1957","Executive Order 10724—Establishing a Career Executive Committee"
Dwight D. Eisenhower,"August 16, 1957","Executive Order 10726—Suspension of Compliance With Certain Statutory Provisions Relating to Employment in the Canal Zone"
Dwight D. Eisenhower,"August 16, 1957","Executive Order 10725—Suspension of the Provision of Section 5751(b) of Title 10 United States Code Which Relates to Officers of the Marine Corps of the Grade of Captain"
Dwight D. Eisenhower,"August 31, 1957","Executive Order 10727—Designating the Preparatory Commission of the International Atomic Energy Agency the International Atomic Energy Agency and the Universal Postal Union as Public International Organizations Entitled To Enjoy Certain Privileges Exemptions and Immunities"
Dwight D. Eisenhower,"September 6, 1957","Executive Order 10728—Establishing the President's Committee on Fund-Raising Within the Federal Service"
Dwight D. Eisenhower,"September 16, 1957","Executive Order 10729—Special Assistant to the President for Personnel Management"
Dwight D. Eisenhower,"September 24, 1957","Executive Order 10730—Providing Assistance for the Removal of an Obstruction of Justice Within the State of Arkansas"
Dwight D. Eisenhower,"October 10, 1957","Executive Order 10732—Amendment of Executive Order No. 10250 Providing for the Performance of Certain Functions of the President by the Secretary of the Interior"
Dwight D. Eisenhower,"October 10, 1957","Executive Order 10731—Delegating to the Director of the Bureau of the Budget the Authority of the President To Transfer Certain Records Property and Personnel"
Dwight D. Eisenhower,"October 10, 1957","Executive Order 10733—Providing for an Additional Member and for an Executive Vice Chairman of the Government Contract Committee"
Dwight D. Eisenhower,"October 17, 1957","Executive Order 10734—Amendment of Executive Order No. 10657 Relating to the Transfer to the Housing and Home Finance Administrator of Certain Functions Under the Atomic Energy Community Act of 1955"
Dwight D. Eisenhower,"October 17, 1957","Executive Order 10735—Amending the Selective Service Regulations"
Dwight D. Eisenhower,"October 23, 1957","Executive Order 10736—Adopting an Official Seal for the Department of the Navy"
Dwight D. Eisenhower,"October 29, 1957","Executive Order 10737—Further Providing for the Administration of Disaster Relief"
Dwight D. Eisenhower,"November 15, 1957","Executive Order 10738—Inspection of Estate and Gift Tax Returns by State Tax Officials"
Dwight D. Eisenhower,"November 15, 1957","Executive Order 10739—Amendment of Executive Order No. 10152 Prescribing Regulations Relating to Incentive Pay for the Performance of Hazardous Duty by Members of the Uniformed Services"
Dwight D. Eisenhower,"November 21, 1957","Executive Order 10740—Change in the Membership of the President's Council on Youth Fitness"
Dwight D. Eisenhower,"November 25, 1957","Executive Order 10741—Establishing the Trade Policy Committee"
Dwight D. Eisenhower,"November 29, 1957","Executive Order 10742—Further Providing for the Administration of Foreign-Aid Functions"
Dwight D. Eisenhower,"December 10, 1957","Executive Order 10743—Sale of Vessels of the Navy"
Dwight D. Eisenhower,"December 10, 1957","Executive Order 10744—Excusing Federal Employees From Duty for One-Half Day on December 24 and One-Half Day on December 31 1957"
Dwight D. Eisenhower,"December 12, 1957","Executive Order 10745—Amendment of Section 203 of Executive Order No. 10577 of November 22 1954 as Amended Providing for the Conversion of Certain Career-Conditional Appointments to Career Appointments"
Dwight D. Eisenhower,"December 12, 1957","Executive Order 10746—Further Providing for the Administration of the Agricultural Trade Development and Assistance Act of 1954 as Amended"
Dwight D. Eisenhower,"December 31, 1957","Executive Order 10747—Designating the Secretary of State To Act for the United States in Certain Matters Pertaining to Japanese War Criminals"
Dwight D. Eisenhower,"January 6, 1956","Executive Order 10651—Providing for the Screening of the Ready Reserve of the Armed Forces Established Under the Provisions of Part II of the Armed Forces Reserve Act of 1952 as Amended"
Dwight D. Eisenhower,"January 6, 1956","Executive Order 10653—Designating the Honorable A. Cecil Snyder To Act Under Certain Circumstances as Judge of the United States District Court for the District of Puerto Rico During the Year 1956"
Dwight D. Eisenhower,"January 6, 1956","Executive Order 10650—Prescribing Regulations Governing the Selection of Certain Persons Who Have Critical Skills for Enlistment in Units of the Ready Reserve of the Armed Forces"
Dwight D. Eisenhower,"January 10, 1956","Executive Order 10652—Amendment of Paragraph 126e of the Manual for Courts-Martial United States 1951"
Dwight D. Eisenhower,"January 20, 1956","Executive Order 10654—Delegating Certain Functions of the President to the Director of the Bureau of the Budget"
Dwight D. Eisenhower,"January 28, 1956","Executive Order 10655—Air Coordinating Committee"
Dwight D. Eisenhower,"February 6, 1956","Executive Order 10656—Establishing the President's Board of Consultants on Foreign Intelligence Activities"
Dwight D. Eisenhower,"February 14, 1956","Executive Order 10657—Transferring to the Housing and Home Finance Administrator Certain Functions of the Atomic Energy Commission Under the Atomic Energy Community Act of 1955"
Dwight D. Eisenhower,"February 15, 1956","Executive Order 10658—Amendment of Executive Order No. 10478 of August 5 1953 Delegating Certain Authority of the President to the Secretary of Defense"
Dwight D. Eisenhower,"February 15, 1956","Executive Order 10660—Providing for the Establishment of a National Defense Executive Reserve"
Dwight D. Eisenhower,"February 15, 1956","Executive Order 10659—Amending the Selective Service Regulations"
